time,temperature_2m_f,relative_humidity_2m_pct,precipitation_inch,dew_point_2m_f,apparent_temperature_f,rain_inch,snowfall_inch,snow_depth_ft,cloud_cover_pct,wind_speed_10m_mph,wind_speed_100m_mph,wind_direction_10m_deg,wind_direction_100m_deg,wind_gusts_10m_mph
2025-10-12T00:00,56.5,78,0,49.8,53.6,0,0,0,0,6.8,12.7,102,102,15.4
2025-10-12T01:00,54.1,81,0,48.5,50.7,0,0,0,0,7.1,12.3,107,107,13.9
2025-10-12T02:00,53,86,0,48.7,49.8,0,0,0,0,6.8,11.8,115,115,14.3
2025-10-12T03:00,52.2,88,0,48.8,49.2,0,0,0,0,6.3,11,117,117,14.1
2025-10-12T04:00,51.6,90,0,48.7,48.9,0,0,0,0,5.7,10.2,121,119,13
2025-10-12T05:00,51.3,91,0,48.7,48.9,0,0,0,0,4.8,8.9,124,123,11.6
2025-10-12T06:00,50.8,92,0,48.6,48.5,0,0,0,0,4.7,8.9,130,127,10.1
2025-10-12T07:00,51,90,0,48.2,48.5,0,0,0,0,4.8,8.6,144,142,9.6
2025-10-12T08:00,51.2,87,0,47.4,48.7,0,0,0,0,4.2,7.5,143,142,9.8
2025-10-12T09:00,53.2,80,0,47.1,50.8,0,0,0,0,3.9,5.8,139,137,11
2025-10-12T10:00,55.6,75,0,47.7,53.3,0,0,0,0,3.9,5.6,125,127,12.3
2025-10-12T11:00,58.1,69,0,48,55.8,0,0,0,0,4.2,5.8,115,120,13.6
2025-10-12T12:00,60.4,66,0,48.7,58.8,0,0,0,1,4.7,6.5,109,117,14.8
2025-10-12T13:00,62.9,63,0,49.9,61.5,0,0,0,12,5.9,8.1,102,110,16.6
2025-10-12T14:00,64.2,59,0,49.4,62.6,0,0,0,59,5.6,7.5,93,101,17
2025-10-12T15:00,64.4,58,0,49.5,61.5,0,0,0,58,6.5,8.8,89,94,17.7
2025-10-12T16:00,64.1,59,0,49.6,61.3,0,0,0,95,6.6,9.2,87,90,17.9
2025-10-12T17:00,63,64,0,50.6,60,0,0,0,78,7.4,11.1,84,86,18.1
2025-10-12T18:00,61.9,72,0,52.6,60.2,0,0,0,11,5.8,11.7,79,85,17.4
2025-10-12T19:00,62.2,72,0,53.1,60.2,0,0,0,14,7.1,13.9,95,99,11.6
2025-10-12T20:00,62.5,66,0,51.1,59.5,0,0,0,9,7.9,15.2,117,120,15
2025-10-12T21:00,62.2,66,0,50.5,58.7,0,0,0,15,8.5,16.2,118,120,17.4
2025-10-12T22:00,61.3,67,0,50.5,57.9,0,0,0,23,8.6,16.3,132,133,17
2025-10-12T23:00,60.4,67,0,49.4,57.2,0,0,0,0,7.2,14.7,139,140,17
2024-10-13T00:00,58.4,92,0.016,55.9,58.1,0.016,0,0,74,5.1,9.7,119,123,15
2024-10-13T01:00,57.7,95,0,56.2,58.4,0,0,0,86,3.1,2.4,354,34,6.9
2024-10-13T02:00,58.6,93,0,56.7,57.2,0,0,0,100,8.4,12.7,360,5,11.9
2024-10-13T03:00,59,93,0,56.8,57.8,0,0,0,100,8.2,12.6,13,18,12.1
2024-10-13T04:00,59.1,91,0,56.4,57.3,0,0,0,100,9.2,13.9,13,15,13
2024-10-13T05:00,58.7,91,0,56,56.6,0,0,0,99,9.7,14.6,9,11,14.1
2024-10-13T06:00,58.7,90,0,55.9,56.9,0,0,0,100,8.8,13.1,9,12,13.9
2024-10-13T07:00,58.4,91,0,55.8,57.1,0,0,0,75,7.3,10.9,3,8,12.8
2024-10-13T08:00,58.7,88,0,55,57.2,0,0,0,39,7.5,10,341,345,10.7
2024-10-13T09:00,58.7,88,0,55.1,56.8,0,0,0,100,8.3,9.8,316,317,13.2
2024-10-13T10:00,58.9,87,0.004,55,56.5,0.004,0,0,100,9.5,11.3,294,293,15.2
2024-10-13T11:00,59.6,83,0.004,54.4,56.2,0.004,0,0,28,11.3,14.1,279,280,17.4
2024-10-13T12:00,61.9,73,0.004,53.2,57,0.004,0,0,20,13.8,17,276,276,21.7
2024-10-13T13:00,64.6,55,0,47.9,58.2,0,0,0,84,15.3,19.4,275,275,23.9
2024-10-13T14:00,65.2,50,0,46,55.9,0,0,0,100,19.6,25.2,282,282,28.2
2024-10-13T15:00,62.3,56,0.004,46.3,51.7,0.004,0,0,97,22.8,30.7,290,291,33.3
2024-10-13T16:00,59.8,52,0,42.1,48,0,0,0,62,23.2,31.3,303,303,35.8
2024-10-13T17:00,58.1,53,0,41,46.3,0,0,0,19,22.8,30.5,303,303,34.2
2024-10-13T18:00,56.4,52,0,39.2,45.7,0,0,0,11,19.2,28.2,299,299,32.7
2024-10-13T19:00,54.1,55,0,38.4,42.6,0,0,0,2,20.8,30.7,303,305,30.2
2024-10-13T20:00,53.1,55,0,37.3,41.9,0,0,0,8,19.4,28.3,293,295,28.4
2024-10-13T21:00,51.8,58,0,37.3,41.3,0,0,0,100,18,26.6,290,292,27.7
2024-10-13T22:00,51.6,59,0,37.7,40.3,0,0,0,100,20,27.9,299,300,29.1
2024-10-13T23:00,50.9,63,0,38.8,39.1,0,0,0,91,21.8,29.9,306,307,32
2023-10-08T00:00,45.3,69,0,35.9,37.6,0,0,0,91,10.8,19,294,304,15.2
2023-10-08T01:00,45.1,71,0,36.1,37.4,0,0,0,96,10.9,19.1,296,306,15.7
2023-10-08T02:00,44.6,73,0,36.5,37.1,0,0,0,61,10.4,18.2,293,303,15.4
2023-10-08T03:00,43.8,75,0,36.5,36.3,0,0,0,100,10.4,17.8,289,298,14.8
2023-10-08T04:00,44.2,79,0,38,37.4,0,0,0,100,9.5,17.4,289,302,14.5
2023-10-08T05:00,45,78,0,38.6,38.4,0,0,0,100,9.1,15.9,292,304,13.2
2023-10-08T06:00,45.4,75,0,38,38.6,0,0,0,100,9.6,15.4,288,298,13.4
2023-10-08T07:00,46,76,0,39,39,0,0,0,100,10.5,17.1,282,290,14.3
2023-10-08T08:00,46.4,76,0,39.1,39.5,0,0,0,100,10.1,16.8,284,291,15.2
2023-10-08T09:00,48.6,70,0,39.4,41.5,0,0,0,95,10.7,13.9,293,296,16.3
2023-10-08T10:00,50.4,64,0,38.8,43.6,0,0,0,100,9.9,11.9,303,304,16.3
2023-10-08T11:00,51.2,59,0,37.1,44.5,0,0,0,68,8.8,10.5,302,304,15.9
2023-10-08T12:00,53.3,53,0,36.8,46.8,0,0,0,100,8.2,9.8,311,311,15.2
2023-10-08T13:00,54,50,0,35.5,47.8,0,0,0,100,6.8,8,308,308,15
2023-10-08T14:00,53.9,49,0,35.2,48,0,0,0,100,6.2,7.1,296,294,13
2023-10-08T15:00,53.3,51,0,35.5,47,0,0,0,100,7.3,8.5,282,284,12.1
2023-10-08T16:00,52.4,53,0,36,45.8,0,0,0,98,8.1,9.5,278,279,12.3
2023-10-08T17:00,52.4,53,0,35.8,45.5,0,0,0,100,8.8,10.2,294,296,12.8
2023-10-08T18:00,52,59,0,38.3,45.7,0,0,0,100,8.3,11.5,301,303,12.8
2023-10-08T19:00,51.8,58,0,37.3,46.5,0,0,0,94,5.7,8.4,296,302,12.3
2023-10-08T20:00,51,64,0,39.3,46.2,0,0,0,100,5.3,7.4,285,295,7.8
2023-10-08T21:00,50.5,70,0,40.9,45.6,0,0,0,73,6.2,9.2,283,288,8.3
2023-10-08T22:00,48.4,76,0,41,43.6,0,0,0,22,6.2,9.9,300,308,8.3
2023-10-08T23:00,46.1,82,0,40.9,41.2,0,0,0,3,6.5,10.5,308,320,8.3
2022-10-09T00:00,46.7,53,0,30.4,37.7,0,0,0,0,11.6,21.5,240,248,17
2022-10-09T01:00,45.9,55,0,30.5,36.8,0,0,0,0,11.7,21.9,239,247,16.8
2022-10-09T02:00,45.4,56,0,30.7,36.4,0,0,0,0,11.8,21.9,241,247,16.8
2022-10-09T03:00,45,57,0,30.7,35.9,0,0,0,62,11.9,21.8,242,248,16.8
2022-10-09T04:00,44.5,59,0,31.1,35.6,0,0,0,81,11.7,21.4,241,247,16.8
2022-10-09T05:00,44.2,61,0,31.5,35.3,0,0,0,0,12,21.5,241,246,17
2022-10-09T06:00,43.9,62,0,31.7,34.9,0,0,0,0,12,21.6,239,244,17.2
2022-10-09T07:00,45.1,62,0,32.7,36.3,0,0,0,0,12,21.7,239,245,17.2
2022-10-09T08:00,45.9,64,0,34.3,37.6,0,0,0,0,11.4,21.1,235,243,17
2022-10-09T09:00,49.8,55,0,34.4,41.2,0,0,0,0,12.2,18.5,234,238,19
2022-10-09T10:00,54.2,49,0,35.4,45.4,0,0,0,0,13.2,16.8,233,234,21.3
2022-10-09T11:00,58.3,44,0,36.6,49.6,0,0,0,0,13.3,16.4,230,231,21.9
2022-10-09T12:00,61.8,40,0,37.5,54.1,0,0,0,25,13.2,15.6,230,231,22.1
2022-10-09T13:00,64.5,37,0,37.7,57.1,0,0,0,67,13.2,15.7,228,230,22.1
2022-10-09T14:00,66.1,34,0,37,58.2,0,0,0,14,13.4,16.2,240,240,22.4
2022-10-09T15:00,67,32,0,36.2,58.6,0,0,0,0,12.9,15.7,247,247,22.1
2022-10-09T16:00,67,32,0,36.5,59.1,0,0,0,13,11.5,14.2,253,254,21.3
2022-10-09T17:00,66.2,34,0,37.1,58.9,0,0,0,3,10.3,13.2,259,260,18.8
2022-10-09T18:00,63.4,42,0,40.1,58.1,0,0,0,31,6.9,11.2,255,258,15.9
2022-10-09T19:00,60.6,51,0,42.4,56.4,0,0,0,100,5.4,8.4,251,259,9.2
2022-10-09T20:00,59.5,52,0,41.7,55,0,0,0,64,5.8,10.1,242,256,8.1
2022-10-09T21:00,57.7,57,0.004,42.4,53.4,0.004,0,0,100,5.6,10.1,236,252,7.4
2022-10-09T22:00,56.6,64,0,44.4,53.5,0,0,0,10,3.8,7.1,216,235,7.4
2022-10-09T23:00,53.5,70,0,44,49.9,0,0,0,7,4.8,7.6,202,214,5.8
2021-10-10T00:00,69.7,87,0.008,65.6,70.5,0.008,0,0,100,11.7,20,154,162,17.9
2021-10-10T01:00,70.1,87,0.004,66,70.5,0.004,0,0,100,13.3,22,158,165,18.8
2021-10-10T02:00,70.4,84,0,65.4,70.4,0,0,0,100,13.5,22.2,169,175,19.7
2021-10-10T03:00,70.6,82,0,64.8,69.8,0,0,0,100,14.6,23.6,169,175,20.6
2021-10-10T04:00,70.7,80,0,64.1,69.9,0,0,0,100,14.1,23.4,182,186,21.5
2021-10-10T05:00,70.4,79,0,63.6,69.3,0,0,0,100,14.3,23.3,184,188,20.4
2021-10-10T06:00,69.9,79,0,63.1,69.2,0,0,0,78,12.7,21.5,197,201,20.6
2021-10-10T07:00,69.2,83,0,63.7,67,0,0,0,88,16.7,26.9,188,191,18.1
2021-10-10T08:00,69.7,82,0,63.9,68.2,0,0,0,100,15.4,24.4,201,203,24.8
2021-10-10T09:00,70.3,80,0,64,67.5,0,0,0,100,18.5,27.8,199,201,26.8
2021-10-10T10:00,72.1,78,0,64.7,70.5,0,0,0,100,16.3,24.7,196,200,26.8
2021-10-10T11:00,72.4,76,0,64.6,70.8,0,0,0,100,16.5,24.2,201,202,24.2
2021-10-10T12:00,73.4,74,0,64.8,72.3,0,0,0,100,15.4,22.3,213,214,24.6
2021-10-10T13:00,74.8,70,0,64.5,73.7,0,0,0,96,15.2,21.2,223,222,22.6
2021-10-10T14:00,76.6,66,0,64.2,76,0,0,0,94,13.8,18.4,207,207,23
2021-10-10T15:00,78,64,0,64.8,77.6,0,0,0,90,13.7,18.7,195,197,21.5
2021-10-10T16:00,77.9,67,0,65.9,78,0,0,0,65,13.9,19.7,181,184,20.6
2021-10-10T17:00,77.6,69,0,66.7,78.4,0,0,0,27,13,19.9,177,180,20.1
2021-10-10T18:00,75.4,73,0,66.3,76.3,0,0,0,12,12.4,19.9,174,177,18.8
2021-10-10T19:00,72.4,81,0,66.2,74,0,0,0,10,10.6,17,97,100,17.2
2021-10-10T20:00,71.6,84,0,66.4,72.9,0,0,0,21,11.4,19.4,130,147,16.8
2021-10-10T21:00,73.9,65,0,61.3,70.9,0,0,0,30,16.4,27,186,189,23.3
2021-10-10T22:00,73.2,66,0,61.2,70.1,0,0,0,63,16.5,27,189,192,23.5
2021-10-10T23:00,73.5,71,0,63.5,70.6,0,0,0,89,18.2,28.7,194,196,26.2
2019-10-13T00:00,50.4,49,0,32.1,38.3,0,0,0,79,19.4,29.3,218,222,28.2
2019-10-13T01:00,48.6,56,0,33.4,40,0,0,0,74,11.7,18.6,238,236,28.2
2019-10-13T02:00,42.8,79,0,36.8,37.1,0,0,0,49,6.4,7.8,309,288,16.6
2019-10-13T03:00,40.2,88,0,37,34.8,0,0,0,73,5.7,7.2,312,272,8.7
2019-10-13T04:00,38.8,89,0,35.9,32.4,0,0,0,52,7.5,11.2,309,296,10.7
2019-10-13T05:00,38,86,0,34.3,32.1,0,0,0,0,5.9,11.6,261,268,10.5
2019-10-13T06:00,39,82,0,34,32,0,0,0,23,8.3,14.4,243,254,11.4
2019-10-13T07:00,39.4,81,0,34,31.6,0,0,0,92,10.1,16.8,229,237,13.9
2019-10-13T08:00,40.6,77,0,33.8,32.4,0,0,0,73,10.9,17.5,226,230,16.1
2019-10-13T09:00,43.2,69,0,33.6,34.2,0,0,0,21,12.7,16.5,246,247,19.2
2019-10-13T10:00,45.6,62,0,33.2,34.9,0,0,0,34,16.7,21.1,250,251,25.7
2019-10-13T11:00,47.9,56,0,33.2,35.7,0,0,0,47,20.2,25.5,252,253,30.9
2019-10-13T12:00,49.1,56,0,34.3,37.4,0,0,0,61,19.6,24.6,249,250,32.4
2019-10-13T13:00,51.4,54,0,35.2,40.5,0,0,0,80,19.3,24.1,250,249,30.6
2019-10-13T14:00,53.3,50,0,35.2,40.2,0,0,0,100,23.2,30,253,253,34.4
2019-10-13T15:00,52.9,51,0,35.2,40.3,0,0,0,100,21.9,29.4,256,257,34.9
2019-10-13T16:00,50.8,58,0,36.4,41.8,0,0,0,98,14.1,19,284,282,32.4
2019-10-13T17:00,48.5,60,0,35.3,39,0,0,0,41,14.6,19.9,285,285,21.3
2019-10-13T18:00,47.2,64,0,35.8,37.9,0,0,0,51,14.5,20.5,295,294,21.9
2019-10-13T19:00,48.2,63,0,36.1,40.6,0,0,0,98,10.4,14.7,305,303,21.3
2019-10-13T20:00,47.1,66,0,36.2,40.2,0,0,0,97,9,13,293,294,14.8
2019-10-13T21:00,46.8,67,0,36.4,40,0,0,0,94,8.7,12.8,293,295,12.8
2019-10-13T22:00,45.4,68,0,35.6,38.5,0,0,0,99,8.6,12.3,307,308,14.5
2019-10-13T23:00,45.1,68,0,35.2,38.8,0,0,0,96,7.1,10.2,294,296,12.1
2018-10-07T00:00,58.2,80,0,52.2,53.4,0,0,0,100,13,18.1,36,35,19.5
2018-10-07T01:00,58.4,80,0,52.1,53.1,0,0,0,94,14,18.8,39,39,20.6
2018-10-07T02:00,58.3,80,0,52.3,53.4,0,0,0,96,13.1,18,46,46,20.4
2018-10-07T03:00,58.6,81,0,52.8,54.5,0,0,0,82,11.7,16.7,54,55,19
2018-10-07T04:00,58.6,84,0.012,53.8,54.8,0.012,0,0,98,11.6,16.4,60,61,17.9
2018-10-07T05:00,58.5,88,0.028,54.8,55.3,0.028,0,0,100,11,15.9,66,68,16.8
2018-10-07T06:00,58.6,90,0.016,55.6,55.6,0.016,0,0,100,11.2,16.1,67,69,16.3
2018-10-07T07:00,58.3,93,0.024,56.1,56.2,0.024,0,0,100,9.6,13.1,37,43,20.1
2018-10-07T08:00,58.6,91,0.051,56,55.9,0.051,0,0,100,10.9,14.7,41,43,19.2
2018-10-07T09:00,59.4,88,0.031,55.9,56.2,0.031,0,0,100,11.9,16.5,38,41,17.7
2018-10-07T10:00,60.3,86,0.039,56.2,57.1,0.039,0,0,100,12.2,15.2,44,45,19.7
2018-10-07T11:00,60.5,86,0.051,56.3,57.7,0.051,0,0,100,11.6,14.2,41,44,19.5
2018-10-07T12:00,60.2,88,0.012,56.7,57,0.012,0,0,100,12.7,15.5,32,33,19.5
2018-10-07T13:00,60.4,87,0.004,56.6,56.5,0.004,0,0,100,14.2,17.4,28,29,21.9
2018-10-07T14:00,60.2,87,0,56.3,55.9,0,0,0,100,14.9,18.2,36,37,23
2018-10-07T15:00,60.6,87,0,56.7,56.6,0,0,0,100,14.7,17.6,46,47,23.7
2018-10-07T16:00,60.7,88,0,57,57.8,0,0,0,100,12.4,15,49,51,22.8
2018-10-07T17:00,60.7,88,0,57.2,57.7,0,0,0,100,12.7,15.8,51,51,19.5
2018-10-07T18:00,61.2,90,0,58.1,58.8,0,0,0,100,12,16.6,57,58,19
2018-10-07T19:00,60.7,93,0,58.8,59.6,0,0,0,100,9.5,13.6,45,49,17.4
2018-10-07T20:00,61.3,94,0.063,59.5,59.6,0.063,0,0,100,11.4,17.4,42,46,23
2018-10-07T21:00,61.5,95,0.165,60.1,61.3,0.165,0,0,99,8.7,13.8,44,56,22.4
2018-10-07T22:00,62,96,0.075,60.9,62.7,0.075,0,0,100,7.2,11.5,54,73,22.8
2018-10-07T23:00,63,97,0.051,62.1,64.4,0.051,0,0,100,6.5,10.7,68,92,10.7
2017-10-08T00:00,61.5,74,0,53.3,53.9,0,0,0,8,20.4,29.9,251,253,30.9
2017-10-08T01:00,60.4,74,0,52.1,53.4,0,0,0,0,18.3,27.9,253,256,29.8
2017-10-08T02:00,59.2,77,0,52,53.3,0,0,0,0,15.5,24.6,248,253,26.6
2017-10-08T03:00,58.1,80,0,51.9,53.2,0,0,0,0,12.9,21.5,244,249,22.4
2017-10-08T04:00,57.2,82,0,51.8,52.9,0,0,0,0,11.6,20.2,245,251,18.6
2017-10-08T05:00,56.6,84,0,51.9,52.7,0,0,0,0,10.6,18.8,242,248,16.8
2017-10-08T06:00,56,87,0,52.1,52.6,0,0,0,0,9.6,17.2,242,249,15.2
2017-10-08T07:00,55.9,91,0,53.2,53.3,0,0,0,0,8.5,14.1,217,231,13.4
2017-10-08T08:00,57.3,89,0,54.1,55.5,0,0,0,0,7.3,13.5,218,227,11.9
2017-10-08T09:00,61.2,82,0,55.6,60.3,0,0,0,0,6.3,8.7,215,220,11.6
2017-10-08T10:00,65,75,0,57,64.7,0,0,0,0,6.1,7.7,190,195,11.9
2017-10-08T11:00,68.4,69,0,57.7,68.1,0,0,0,0,6.6,7.8,170,177,12.8
2017-10-08T12:00,71.1,63,0,57.7,70.4,0,0,0,0,9.6,11.2,164,168,16.3
2017-10-08T13:00,73.6,52,0,55,71.5,0,0,0,0,11.4,13.6,169,171,18.6
2017-10-08T14:00,74.8,48,0,53.6,71.2,0,0,0,0,13.5,16.6,176,178,21.5
2017-10-08T15:00,75.7,45,0,53,71.5,0,0,0,0,12.3,15.4,177,178,21.3
2017-10-08T16:00,75.7,45,0,53,72.2,0,0,0,0,10.4,13.5,171,174,19.5
2017-10-08T17:00,74.3,53,0,56.1,72.7,0,0,0,0,8.4,12.5,158,162,15.7
2017-10-08T18:00,69.9,66,0,58,69.4,0,0,0,0,7.3,12,149,156,11.9
2017-10-08T19:00,67.9,69,0,57.4,67,0,0,0,0,7.8,11.9,136,139,9.4
2017-10-08T20:00,67.4,71,0,57.7,66,0,0,0,0,9.2,15.8,137,138,12.1
2017-10-08T21:00,66,72,0,56.8,63.8,0,0,0,1,10.5,17.7,140,143,14.3
2017-10-08T22:00,64.6,74,0,55.9,62.1,0,0,0,1,10.3,17.5,146,144,14.3
2017-10-08T23:00,61.5,82,0,55.9,60.7,0,0,0,1,6.5,11.8,166,155,14.1
2016-10-09T00:00,56.7,76,0,49.3,54.7,0,0,0,39,4.3,8.1,133,129,7.6
2016-10-09T01:00,57.2,76,0,49.8,55.1,0,0,0,44,4.7,8.7,135,136,7.6
2016-10-09T02:00,56.5,77,0,49.4,54.5,0,0,0,53,4.4,8.2,135,139,7.8
2016-10-09T03:00,55.9,80,0,49.7,54,0,0,0,33,4.5,7.8,127,134,7.8
2016-10-09T04:00,55.5,81,0,49.8,53.5,0,0,0,16,4.7,7.6,115,122,8.1
2016-10-09T05:00,54.7,82,0,49.4,52.5,0,0,0,1,5,5.6,144,151,8.9
2016-10-09T06:00,54.2,82,0,48.7,51.6,0,0,0,0,5.4,5.9,142,140,10.5
2016-10-09T07:00,53.7,81,0,47.9,50.7,0,0,0,0,5.7,6.8,141,142,11.4
2016-10-09T08:00,53.8,79,0,47.4,51.2,0,0,0,1,4.7,6.7,125,138,11.9
2016-10-09T09:00,55,74,0,46.8,52,0,0,0,0,5.1,6.1,119,118,14.1
2016-10-09T10:00,56.2,69,0,46.1,52.4,0,0,0,0,6.5,7.8,104,103,16.8
2016-10-09T11:00,57.2,65,0,45.6,52.8,0,0,0,0,7.6,9.2,93,94,18.6
2016-10-09T12:00,58.2,62,0,45.1,54.1,0,0,0,0,8.3,10.1,85,87,19.9
2016-10-09T13:00,58.8,60,0,44.8,55,0,0,0,0,8.6,10.6,80,83,20.8
2016-10-09T14:00,59.2,60,0,45.5,55.4,0,0,0,0,8.6,10.3,75,79,17.9
2016-10-09T15:00,59.4,59,0,45.3,55,0,0,0,1,8.1,9.6,69,72,17.9
2016-10-09T16:00,59.4,59,0,45.2,54.4,0,0,0,13,8.9,10.8,58,63,18.1
2016-10-09T17:00,59.1,60,0,45,54.2,0,0,0,0,8.6,11,49,51,18.6
2016-10-09T18:00,58.5,61,0,45.1,53.7,0,0,0,0,8.5,13,43,46,18.6
2016-10-09T19:00,57.9,63,0,45.6,53.2,0,0,0,0,8.4,14.3,46,50,16.1
2016-10-09T20:00,57.6,66,0,46.2,53.3,0,0,0,0,7.8,14,51,56,14.5
2016-10-09T21:00,57.3,69,0,47.2,53.4,0,0,0,0,7.5,14,60,63,13.6
2016-10-09T22:00,56.8,72,0,47.7,53.2,0,0,0,0,7.1,13.6,72,76,12.5
2016-10-09T23:00,56.5,72,0,47.6,53.1,0,0,0,0,6.5,12.8,88,90,11.6
2015-10-11T00:00,57.8,62,0,44.8,50.8,0,0,0,99,13.3,22.5,220,223,21.3
2015-10-11T01:00,57.4,61,0,44.3,50.2,0,0,0,99,13.6,22.5,224,227,21.9
2015-10-11T02:00,56.5,63,0,44.1,49.3,0,0,0,98,13.3,22,225,228,22.4
2015-10-11T03:00,56.1,65,0,44.7,49.2,0,0,0,97,13.1,21.8,224,227,21.7
2015-10-11T04:00,55.9,67,0,45.2,49.1,0,0,0,96,13.1,22,223,227,21.7
2015-10-11T05:00,55.7,69,0,45.7,49.2,0,0,0,86,12.8,21.5,227,232,21.9
2015-10-11T06:00,55.6,70,0,45.9,49.4,0,0,0,65,12,20.6,222,228,21.9
2015-10-11T07:00,55.4,71,0,46.1,49.4,0,0,0,33,11.8,20.1,219,225,21.9
2015-10-11T08:00,55.7,71,0,46.5,49.8,0,0,0,20,11.9,19.6,216,223,21.5
2015-10-11T09:00,57.6,68,0,47.2,51.8,0,0,0,17,12.1,18.4,214,219,21.9
2015-10-11T10:00,60.2,64,0,48.2,54.4,0,0,0,4,12.7,17.5,214,218,24.2
2015-10-11T11:00,62.8,62,0,49.5,57.3,0,0,0,1,12.9,17.7,211,215,25.1
2015-10-11T12:00,65.4,59,0,50.6,60.6,0,0,0,0,13.1,18.1,210,211,25.7
2015-10-11T13:00,67.4,56,0,51.3,63,0,0,0,0,13.6,19,207,210,26.4
2015-10-11T14:00,69.8,58,0,54.3,65.8,0,0,0,0,14.2,19.8,208,210,25.3
2015-10-11T15:00,70.9,56,0,54.5,66.3,0,0,0,0,14.4,20.6,208,210,25.5
2015-10-11T16:00,71.4,54,0,54,66.6,0,0,0,0,14.4,21,206,208,25.7
2015-10-11T17:00,71.1,54,0,53.4,66.9,0,0,0,0,12.5,19.4,201,204,24.8
2015-10-11T18:00,69.7,53,0,51.9,64.9,0,0,0,0,12.8,21.5,191,195,22.1
2015-10-11T19:00,68.1,53,0,50.5,62.3,0,0,0,0,14,24.1,189,193,24.2
2015-10-11T20:00,66.8,54,0,49.5,60.2,0,0,0,0,15.4,25.7,193,195,25.9
2015-10-11T21:00,65.8,55,0,49.2,58.8,0,0,0,0,16.1,27,197,199,27.1
2015-10-11T22:00,65,57,0,49.4,57.9,0,0,0,0,16.6,27.3,200,202,27.3
2015-10-11T23:00,64.2,60,0,49.9,57.3,0,0,0,0,16.3,26.8,201,204,27.1
2014-10-12T00:00,50.5,67,0,39.9,44.8,0,0,0,0,7.8,14.4,136,136,11.6
2014-10-12T01:00,50,70,0,40.4,44.1,0,0,0,0,8.5,15.6,145,145,12.3
2014-10-12T02:00,48.9,76,0,41.6,43.2,0,0,0,0,8.5,15.4,145,146,13.9
2014-10-12T03:00,48.4,75,0,40.9,42.5,0,0,0,0,8.6,15.5,141,143,13.4
2014-10-12T04:00,47.9,75,0,40.3,41.8,0,0,0,0,8.9,15.7,137,139,13.9
2014-10-12T05:00,47.5,75,0,40,40.9,0,0,0,0,9.8,17.1,137,139,14.3
2014-10-12T06:00,46.9,77,0,40,40.2,0,0,0,0,10.1,17.1,133,135,14.5
2014-10-12T07:00,46.6,79,0,40.3,40.1,0,0,0,0,9.8,16.6,133,134,15.2
2014-10-12T08:00,46.8,80,0,41.1,40.6,0,0,0,0,9.5,15.2,135,136,16.6
2014-10-12T09:00,48.3,78,0,41.7,42.4,0,0,0,2,9,12.5,138,139,18.8
2014-10-12T10:00,50.2,74,0,42.1,44.6,0,0,0,14,8.4,10.8,138,140,19.9
2014-10-12T11:00,52.3,69,0,42.3,46.9,0,0,0,65,8.4,10.4,136,137,19.9
2014-10-12T12:00,54.6,65,0,43,49.9,0,0,0,74,8.2,10.3,133,136,19.7
2014-10-12T13:00,56.5,63,0,43.9,51.8,0,0,0,57,8.4,10.4,124,127,19.2
2014-10-12T14:00,58,69,0,47.7,53.7,0,0,0,77,9.5,12,114,117,17.7
2014-10-12T15:00,58.7,70,0,48.9,54.1,0,0,0,83,10.1,13.6,112,115,18.6
2014-10-12T16:00,58.8,71,0.024,49.5,54.2,0.024,0,0,75,10.7,14.6,113,117,18.3
2014-10-12T17:00,58.6,74,0,50.5,55.9,0,0,0,67,6.9,11.9,126,130,17
2014-10-12T18:00,58.3,76,0,50.7,55.3,0,0,0,90,7.6,14.1,135,138,17.2
2014-10-12T19:00,57.9,77,0,50.9,54.3,0,0,0,96,9.2,15.8,139,144,18.3
2014-10-12T20:00,57.9,77,0,50.7,54.1,0,0,0,98,9.6,16.3,149,153,18.3
2014-10-12T21:00,58,77,0,51,54.2,0,0,0,96,9.6,15.9,155,158,17.4
2014-10-12T22:00,57.6,82,0.039,52.1,54.2,0.039,0,0,98,9.6,16.2,162,165,16.8
2014-10-12T23:00,57.3,87,0.024,53.3,54.3,0.024,0,0,97,9.4,15.9,168,171,14.1
2013-10-13T00:00,57.9,62,0,44.8,52.8,0,0,0,0,8.8,16.1,306,313,14.3
2013-10-13T01:00,57.1,63,0,44.5,52.3,0,0,0,0,8,14.9,306,315,12.8
2013-10-13T02:00,56.8,66,0,45.6,52.4,0,0,0,0,7.8,14.3,301,311,12.5
2013-10-13T03:00,55.9,68,0,45.6,51.5,0,0,0,0,7.6,14.1,302,311,11.6
2013-10-13T04:00,55.1,70,0,45.6,50.9,0,0,0,0,7.2,13.8,306,313,11.4
2013-10-13T05:00,54.6,72,0,45.7,50.6,0,0,0,0,6.7,13,318,325,11.2
2013-10-13T06:00,53.8,74,0,45.7,50,0,0,0,0,6.3,12,312,323,10.7
2013-10-13T07:00,53.5,74,0,45.5,49.3,0,0,0,0,7.1,13,314,325,11.2
2013-10-13T08:00,54,72,0,45.3,49.4,0,0,0,0,8.1,13.3,321,331,12.3
2013-10-13T09:00,56.4,64,0,44.5,51.7,0,0,0,0,7.7,10.8,330,336,13.9
2013-10-13T10:00,57.8,57,0,42.7,52.7,0,0,0,0,7.7,9.6,338,339,15.7
